Lpl,Ltr,Fed,m,n,u,Rz_palo,Rz_gr,K_palo,Kw
3.53,5.67,1967.51835046353,0.0023227,0.0006304,0.01668967796,1299.42720378914,33.37935592,77858.1352440389,2000
3.53,5.67,1967.51834597619,0.001585,0.0005615,0.01273373548,1457.78436796469,25.46747096,114482.067752572,2000
