Lpl,Ltr,Fed,m,n,u,Rz_palo,Rz_gr,K_palo,Kw
4.35,4.84,2060.50900065899,0.0023227,0.0006304,0.01774040829,1313.49588838367,35.48081658,74039.7778287924,2000
4.35,4.84,2060.50900028647,0.001585,0.0005615,0.0138150162,1478.78629813687,27.6300324,107041.951795675,2000
